OGWork_Links,OGWork_Titles_eng,OG_Form_of_Literature,OGWork_Country of Origin,OGWork_Publisher,author_links,Author_QIDs,OGWork_Authors,country of citizenship,OG_Languages_Links,OGLang,translatedWork,TranslatedWork_Titles,publisher,country,coordinate location_Country,Longitude,Latitude,HQ Location,coordinate location for HQ,Longitude_2,Latitude_2,Translators,Translated into,transLang
http://www.wikidata.org/entity/Q6684449,Lost in the Barrens,novel,Canada,"Little, Brown and Company",http://www.wikidata.org/entity/Q966679,Q966679,Farley Mowat,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q15442747,Stopy ve sněhu; Kletba vikingova hrobu,"Albatros, nakladatelství pro děti a mládež",Czechoslovakia,"50.083333333333,14.416666666667",14.416666666667,50.083333333333,Prague,"50.0875,14.421388888888888",14.421388888888888,50.0875,,Czech,http://www.wikidata.org/entity/Q9056
,,,,,,,,,,,,,n.a,Czech Republic,"50,15",15,50,,,,,,,
http://www.wikidata.org/entity/Q2394369,Rainbow Valley,novel,Canada,Frederick A. Stokes,http://www.wikidata.org/entity/Q273034,Q273034,Lucy Maud Montgomery,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q65529491,Regnbågens dal,Gleerups förlag,Sweden,"61,15",15,61,Prague,"50.0875,14.421388888888888",14.421388888888888,50.0875,Karin Jensen,Swedish,http://www.wikidata.org/entity/Q9027
http://www.wikidata.org/entity/Q565911,Anne of Green Gables,,Canada,L. C. Page & Company,http://www.wikidata.org/entity/Q273034,Q273034,Lucy Maud Montgomery,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q65524559,Anne på Grönkulla,Gleerups förlag,Sweden,"61,15",15,61,Prague,"50.0875,14.421388888888888",14.421388888888888,50.0875,Karin Jensen,Swedish,http://www.wikidata.org/entity/Q9027
http://www.wikidata.org/entity/Q2420701,Anne's House of Dreams,,Canada,McClelland & Stewart,http://www.wikidata.org/entity/Q273034,Q273034,Lucy Maud Montgomery,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q100701542,Drömslottet,Gleerups förlag,Sweden,"61,15",15,61,Prague,"50.0875,14.421388888888888",14.421388888888888,50.0875,Karin Jensen,Swedish,http://www.wikidata.org/entity/Q9027
http://www.wikidata.org/entity/Q1352419,Anne of the Island,,Canada,L. C. Page & Co.,http://www.wikidata.org/entity/Q273034,Q273034,Lucy Maud Montgomery,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q108946517,Ania na uniwersytecie,,Poland,"52,19",19,52,Warsaw,"52.23,21.011111111111113",21.011111111111113,52.23,Janina Zawisza-Krasucka,Polish,http://www.wikidata.org/entity/Q809
http://www.wikidata.org/entity/Q3227472,The Outlander,novel,Canada,n/a,http://www.wikidata.org/entity/Q3104190,Q3104190,Germaine Guèvremont,Canada,http://www.wikidata.org/entity/Q150,French,http://www.wikidata.org/entity/Q61767363,The Outlander,Whittlesey House,United States,"39.828175,-98.5795",-98.5795,39.828175,New York City,"40.71277777777778,-74.00611111111111",-74.00611111111111,40.71277777777778,,,http://www.wikidata.org/entity/Q1860
http://www.wikidata.org/entity/Q441055,Gardens of the Moon,novel,Canada,n/a,http://www.wikidata.org/entity/Q428755,Q428755,Steven Erikson,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q112689908,Les Jardins de la Lune,Éditions Leha,France,"47,2",2,47,Marseille,"43.296666666667,5.3763888888889",5.3763888888889,43.296666666667,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q56612134,La Scouine,novel,Canada,n/a,http://www.wikidata.org/entity/Q2831298,Q2831298,Albert Laberge,Canada,http://www.wikidata.org/entity/Q150,French,http://www.wikidata.org/entity/Q58006004,Bitter Bread,Harvest House,Canada,"56,-109",-109,56,Montreal,"45.5033426,-73.5868411",-73.5868411,45.5033426,Conrad Dion,English,http://www.wikidata.org/entity/Q1860
http://www.wikidata.org/entity/Q441055,Gardens of the Moon,novel,Canada,n/a,http://www.wikidata.org/entity/Q428755,Q428755,Steven Erikson,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q112689498,Les Jardins de la Lune,Éditions Leha,France,"47,2",2,47,Paris,"48.85666666666667,2.352222222222222",2.352222222222222,48.85666666666667,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q441055,Gardens of the Moon,novel,Canada,n/a,http://www.wikidata.org/entity/Q428755,Q428755,Steven Erikson,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q121621945,Les Jardins de la Lune,Calmann-Lévy,France,"47,2",2,47,Paris,"48.85666666666667,2.352222222222222",2.352222222222222,48.85666666666667,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q441055,Gardens of the Moon,novel,Canada,n/a,http://www.wikidata.org/entity/Q428755,Q428755,Steven Erikson,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q121622985,Les Jardins de la Lune,Librairie générale française,France,"47,2",2,47,Vanves,"48.82,2.2888888888889",2.2888888888889,48.82,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173252,Station Eleven,Ullstein Verlag,Germany,"51,10",10,51,Berlin,"52.516666666667,13.383333333333",13.383333333333,52.516666666667,,German,http://www.wikidata.org/entity/Q188
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173180,Station Eleven,Éditions Alto,Canada,"56,-109",-109,56,Quebec City,"46.816111,-71.224167",-71.224167,46.816111,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173182,Station Eleven,Elex Media Komputindo,Indonesia,"-2,118",118,-2,Central Jakarta,"-6.17,106.82",106.82,-6.17,,Indonesian,http://www.wikidata.org/entity/Q9240
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173202,Station Eleven,Éditions Alto,Canada,"56,-109",-109,56,Quebec City,"46.816111,-71.224167",-71.224167,46.816111,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173211,Station Eleven,Payot & Rivages,France,"47,2",2,47,Paris,"48.85666666666667,2.352222222222222",2.352222222222222,48.85666666666667,Gérard de Chergé,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173208,Station Eleven,Payot & Rivages,France,"47,2",2,47,Paris,"48.85666666666667,2.352222222222222",2.352222222222222,48.85666666666667,Gérard de Chergé,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173294,Station Eleven,Éditions Alto,Canada,"56,-109",-109,56,Quebec City,"46.816111,-71.224167",-71.224167,46.816111,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173295,Station Eleven,Payot & Rivages,France,"47,2",2,47,Paris,"48.85666666666667,2.352222222222222",2.352222222222222,48.85666666666667,Gérard de Chergé,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173297,Station Eleven,Payot & Rivages,France,"47,2",2,47,Paris,"48.85666666666667,2.352222222222222",2.352222222222222,48.85666666666667,Gérard de Chergé,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173251,Station Eleven,Font Publishing House,Norway,"65,11",11,65,Oslo,"59.913333333333334,10.738888888888889",10.738888888888889,59.913333333333334,,Norwegian,http://www.wikidata.org/entity/Q9043
http://www.wikidata.org/entity/Q3576703,Siege of the Unseen,novel,Canada,n/a,http://www.wikidata.org/entity/Q315059,Q315059,A. E. van Vogt,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q120730887,L'Assaut de l'invisible,Hachette,France,"47,2",2,47,15th arrondissement of Paris,"48.841327777778,2.3002916666667",2.3002916666667,48.841327777778,,French,http://www.wikidata.org/entity/Q150
,,,,,,,,,,,,,,France,"47,2",2,47,Paris,"48.85666666666667,2.352222222222222",2.352222222222222,48.85666666666667,,,
,,,,,,,,,,,,,,France,"47,2",2,47,Vanves,"48.82,2.2888888888889",2.2888888888889,48.82,,,
,,,,,,,,,,,,,Éditions Gallimard,France,"47,2",2,47,Paris,"48.85666666666667,2.352222222222222",2.352222222222222,48.85666666666667,,,
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173284,Station Elf,Storytel,Sweden,"61,15",15,61,Stockholm,"59.329444444444,18.068611111111",18.068611111111,59.329444444444,,Dutch,http://www.wikidata.org/entity/Q7411
,,,,,,,,,,,,,,France,"47,2",2,47,Reykjavík,"64.1475,-21.935",-21.935,64.1475,,,
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173272,Estação Onze,Editora Intrinseca,Portugal,"38.7,-9.183333333333334",-9.183333333333334,38.7,Rio de Janeiro,"-22.91111111111111,-43.205555555555556",-43.205555555555556,-22.91111111111111,,Portuguese,http://www.wikidata.org/entity/Q5146
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173197,Das Licht der letzten Tage,Piper ebooks,Germany,"51,10",10,51,Munich,"48.1375,11.575",11.575,48.1375,,German,http://www.wikidata.org/entity/Q188
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173204,Das Licht der letzten Tage,Piper ebooks,Germany,"51,10",10,51,Munich,"48.1375,11.575",11.575,48.1375,,German,http://www.wikidata.org/entity/Q188
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173244,Estación once,"Kailas Editorial, S.L.",Spain,"40.2,-3.5",-3.5,40.2,Madrid,"40.41694444444445,-3.703333333333333",-3.703333333333333,40.41694444444445,,Spanish,http://www.wikidata.org/entity/Q1321
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173265,Estación once,"Kailas Editorial, S.L.",Spain,"40.2,-3.5",-3.5,40.2,Madrid,"40.41694444444445,-3.703333333333333",-3.703333333333333,40.41694444444445,,Spanish,http://www.wikidata.org/entity/Q1321
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173296,ステーション・イレブン,Shogakukan,Japan,"35,136",136,35,Tokyo,"35.68944444444445,139.69166666666666",139.69166666666666,35.68944444444445,,Japanese,http://www.wikidata.org/entity/Q5287
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173301,ステーション・イレブン,Shogakukan,Japan,"35,136",136,35,Hitotsubashi,"35.693130555555555,139.75726666666668",139.75726666666668,35.693130555555555,,Japanese,http://www.wikidata.org/entity/Q5287
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173189,Station 11,Forlaget Iris,Denmark,"56,10",10,56,Copenhagen,"55.676111111111,12.568888888889",12.568888888889,55.676111111111,,Danish,http://www.wikidata.org/entity/Q9035
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173256,Станция Одиннадцать,Eksmo,Russia,"66.41666666666667,94.25",94.25,66.41666666666667,Moscow,"55.75055555555556,37.6175",37.6175,55.75055555555556,,Russian,http://www.wikidata.org/entity/Q7737
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173281,Станция Одиннадцать,Inspiria imprint,Russia,"66.41666666666667,94.25",94.25,66.41666666666667,Moscow,"55.75055555555556,37.6175",37.6175,55.75055555555556,,Russian,http://www.wikidata.org/entity/Q7737
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173279,Station elleve,Lindhardt & Ringhof,Denmark,"56,10",10,56,Copenhagen,"55.676111111111,12.568888888889",12.568888888889,55.676111111111,,Danish,http://www.wikidata.org/entity/Q9035
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173232,المحطة إيلفن,Muntad / Montad,Saudi Arabia,"23.716667,44.116667",44.116667,23.716667,Kuwait City,"29.375,47.98",47.98,29.375,,Arabic,http://www.wikidata.org/entity/Q13955
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173261,Postaja Enajst,Dream Publisher,Slovenia,"46,15",15,46,Ljubljana,"46.05138888888889,14.50611111111111",14.50611111111111,46.05138888888889,,Slovene,http://www.wikidata.org/entity/Q9063
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173270,Simfonia itinerata,Editura RAO,Romania,"46,25",25,46,Bucharest,"44.41336111111111,26.09777777777778",26.09777777777778,44.41336111111111,,Romanian,http://www.wikidata.org/entity/Q7913
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173275,스테이션 일레븐,Bookroad,South Korea,"36,128",128,36,Seoul,"37.56,126.99",126.99,37.56,,Korean,http://www.wikidata.org/entity/Q9176
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173278,Postaja Enajst,Dream Publisher,Slovenia,"46,15",15,46,Ljubljana,"46.05138888888889,14.50611111111111",14.50611111111111,46.05138888888889,,Slovene,http://www.wikidata.org/entity/Q9063
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173285,Станица единаесет,n.a,North Macedonia,"41.65,21.716667",21.716667,41.65,Skopje,,,,,Macedonian,http://www.wikidata.org/entity/Q9296
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173135,תחנה אחת-עשרה,Babel & Mishkal,Israel,"31,35",35,31,Tel Aviv,"32.08,34.78",34.78,32.08,,Hebrew,http://www.wikidata.org/entity/Q9288
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173132,ایستگاه ۱۱,Nimajh Publishing,Iran,"32,53",53,32,Tehran,"35.68888888888889,51.389722222222225",51.389722222222225,35.68888888888889,,Persian,http://www.wikidata.org/entity/Q9168
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173209,תחנה אחת-עשרה,Yedioth Books,Israel,"31,35",35,31,Tel Aviv,"32.08,34.78",34.78,32.08,,Hebrew,http://www.wikidata.org/entity/Q9288
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173214,სადგური 11,Palitra L Publishing,Georgia,"42,44",44,42,Tbilisi,"41.7225,44.7925",44.7925,41.7225,,Georgian,http://www.wikidata.org/entity/Q8108
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173259,Fordi overlevelse ikke er nok,Font Publishing House,Norway,"65,11",11,65,Oslo,"59.913333333333334,10.738888888888889",10.738888888888889,59.913333333333334,,Norwegian,http://www.wikidata.org/entity/Q9043
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173273,Fordi overlevelse ikke er nok,Font Publishing House,Norway,"65,11",11,65,Oslo,"59.913333333333334,10.738888888888889",10.738888888888889,59.913333333333334,,Norwegian,http://www.wikidata.org/entity/Q9043
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173271,Stacja Jedenasta,Poradnia K,Poland,"52,19",19,52,Warsaw,"52.23,21.011111111111113",21.011111111111113,52.23,,Polish,http://www.wikidata.org/entity/Q809
http://www.wikidata.org/entity/Q2032398,Oryx and Crake,novel,Canada,n/a,http://www.wikidata.org/entity/Q183492,Q183492,Margaret Atwood,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q126453512,Q126453512,Éditions Robert Laffont,France,"47,2",2,47,Paris,"48.85666666666667,2.352222222222222",2.352222222222222,48.85666666666667,Michèle Albaret-Maatsch,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q1541914,The Handmaid's Tale,novel,Canada,McClelland & Stewart,http://www.wikidata.org/entity/Q183492,Q183492,Margaret Atwood,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q136435894,El cuento de la criada,Salamandra,Spain,"40.2,-3.5",-3.5,40.2,Barcelona,"41.3825,2.1769444444444",2.1769444444444,41.3825,,Spanish,http://www.wikidata.org/entity/Q1321
http://www.wikidata.org/entity/Q1541914,The Handmaid's Tale,novel,Canada,McClelland & Stewart,http://www.wikidata.org/entity/Q183492,Q183492,Margaret Atwood,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q136435896,El cuento de la criada,Salamandra,Spain,"40.2,-3.5",-3.5,40.2,Barcelona,"41.3825,2.1769444444444",2.1769444444444,41.3825,,Spanish,http://www.wikidata.org/entity/Q1321
http://www.wikidata.org/entity/Q2910080,The Tin Flute,novel,Canada,Groupe Flammarion,http://www.wikidata.org/entity/Q294999,Q294999,Gabrielle Roy,Canada,http://www.wikidata.org/entity/Q150,French,http://www.wikidata.org/entity/Q133545915,The Tin Flute,New Canadian Library,Canada,"56,-109",-109,56,New Brunswick,"46.6,-66",-66,46.6,,English,http://www.wikidata.org/entity/Q1860
http://www.wikidata.org/entity/Q21065489,The Heart Goes Last,novel,Canada,Penguin Random House,http://www.wikidata.org/entity/Q183492,Q183492,Margaret Atwood,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q136435893,"Por último, el corazón",Salamandra,Spain,"40.2,-3.5",-3.5,40.2,Barcelona,"41.3825,2.1769444444444",2.1769444444444,41.3825,,Spanish,http://www.wikidata.org/entity/Q1321
http://www.wikidata.org/entity/Q1767259,Shake Hands with the Devil,,Canada,n/a,http://www.wikidata.org/entity/Q355188,Q355188,Roméo Dallaire,Canada,http://www.wikidata.org/entity/Q150,French,http://www.wikidata.org/entity/Q126712106,Shake Hands with the Devil,Éditions Libre Expression,Canada,"56,-109",-109,56,Paris,"48.85666666666667,2.352222222222222",2.352222222222222,48.85666666666667,,English,http://www.wikidata.org/entity/Q1860
http://www.wikidata.org/entity/Q105519258,Dear Scarlet,,Canada,n/a,http://www.wikidata.org/entity/Q105519341,Q105519341,Teresa Wong,Canada,http://www.wikidata.org/entity/Q150,French,http://www.wikidata.org/entity/Q135651091,Dear Scarlet,Arsenal Pulp Press,Canada,"47,2",2,47,Vancouver,"49.26083333333333,-123.1138888888889",-123.1138888888889,49.26083333333333,,English,http://www.wikidata.org/entity/Q1860
http://www.wikidata.org/entity/Q78356518,Around the World in 18 Years,,Canada,Hubert Marcoux,http://www.wikidata.org/entity/Q20985501,Q20985501,Hubert Marcoux,Canada,http://www.wikidata.org/entity/Q150,French,http://www.wikidata.org/entity/Q132702808,Around the World in 18 Years,Hubert Marcoux (self published),Canada,"47,2",2,47,Halifax,"44.647777777778,-63.571388888889",-63.571388888889,44.647777777778,,English,http://www.wikidata.org/entity/Q1860
http://www.wikidata.org/entity/Q132733825,Wisdom of the Imagination: The Livres d'Artiste of Lucie Lambert,,Canada,n/a,http://www.wikidata.org/entity/Q132733831,Q132733831,Sheila Martineau,Canada,http://www.wikidata.org/entity/Q150,French,http://www.wikidata.org/entity/Q133838452,Q133838452,Simply Read Books,Canada,"56,-109",-109,56,Vancouver,"49.26083333333333,-123.1138888888889",-123.1138888888889,49.26083333333333,,English,http://www.wikidata.org/entity/Q1860
http://www.wikidata.org/entity/Q2995976,Race Against Time: Searching for Hope in AIDS-Ravaged Africa,,Canada,n/a,http://www.wikidata.org/entity/Q655512,Q655512,Stephen Lewis,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q126696772,Contre la montre : combattre le sida en Afrique,Actes Sud,France,"47,2",2,47,Arles-sur-Tech,"42.456944444444,2.6338888888889",2.6338888888889,42.456944444444,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q4352956,The Year of the Flood,novel,Canada,n/a,http://www.wikidata.org/entity/Q183492,Q183492,Margaret Atwood,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116149197,El año del diluvio,Editorial Bruguera,Spain,"40.2,-3.5",-3.5,40.2,Barcelona,"41.3825,2.1769444444444",2.1769444444444,41.3825,,Spanish,http://www.wikidata.org/entity/Q1321
http://www.wikidata.org/entity/Q179441,The Breadwinner,,Canada,n/a,http://www.wikidata.org/entity/Q290374,Q290374,Deborah Ellis,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q125253259,El pan de la guerra,Editorial Luis Vives,Spain,"40.2,-3.5",-3.5,40.2,Madrid,"40.41694444444445,-3.703333333333333",-3.703333333333333,40.41694444444445,,Spanish,http://www.wikidata.org/entity/Q1321
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173110,Stanice 11,Argo Publishing,Czech Republic,"50,15",15,50,Prague,"50.0875,14.421388888888888",14.421388888888888,50.0875,Markéta Musilová,Czech,http://www.wikidata.org/entity/Q9056
http://www.wikidata.org/entity/Q2910080,The Tin Flute,novel,Canada,Groupe Flammarion,http://www.wikidata.org/entity/Q294999,Q294999,Gabrielle Roy,Canada,http://www.wikidata.org/entity/Q150,French,http://www.wikidata.org/entity/Q133546212,The Tin Flute,Reynal & Hitchcock,United States,"39.828175,-98.5795",-98.5795,39.828175,New York City,"40.71277777777778,-74.00611111111111",-74.00611111111111,40.71277777777778,,English,http://www.wikidata.org/entity/Q1860
http://www.wikidata.org/entity/Q3818322,Alias Grace,novel,Canada,McClelland & Stewart,http://www.wikidata.org/entity/Q183492,Q183492,Margaret Atwood,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q136435895,Alias Grace,Salamandra,Spain,"40.2,-3.5",-3.5,40.2,Barcelona,"41.3825,2.1769444444444",2.1769444444444,41.3825,,Spanish,http://www.wikidata.org/entity/Q1321
http://www.wikidata.org/entity/Q2910080,The Tin Flute,novel,Canada,Groupe Flammarion,http://www.wikidata.org/entity/Q294999,Q294999,Gabrielle Roy,Canada,http://www.wikidata.org/entity/Q150,French,http://www.wikidata.org/entity/Q133545271,The Tin Flute,New Canadian Library,Canada,"56,-109",-109,56,New Brunswick,"46.6,-66",-66,46.6,,English,http://www.wikidata.org/entity/Q1860
