OGWork_Links,OGWork_Titles_eng,OG_Form_of_Literature,OGWork_Country of Origin,OGWork_Cordinates,Mappable,OG_Latitude,OG_Longitude,OGWork_Publisher,author_links,Author_QIDs,OGWork_Authors,country of citizenship,OG_Languages_Links,OGLang,translatedWork,TranslatedWork_Titles,Trans_Form of Creative work,pubPlace,Trans_Place of Publication,Trans_Publication_coordinates,TransWork_Lat,Mappable_2,TransWork_Long,Translators,Translated into,transLang
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173131,Estação Onze,,,,,,No,,,Portuguese,http://www.wikidata.org/entity/Q5146
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173087,Σταθμός Έντεκα,,,,,,No,,,Greek,http://www.wikidata.org/entity/Q9129
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173112,Station Elva,,,,,,No,,,Swedish,http://www.wikidata.org/entity/Q9027
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173081,Das Licht der letzten Tage,,,,,,No,,,German,http://www.wikidata.org/entity/Q188
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173080,Estación once,,,,,,No,,,Spanish,http://www.wikidata.org/entity/Q1321
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173113,Das Licht der letzten Tage,,,,,,No,,,German,http://www.wikidata.org/entity/Q188
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173101,Estación once,,,,,,No,,,Spanish,http://www.wikidata.org/entity/Q1321
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173130,Tizenegyes állomás,,,,,,No,,,Hungarian,http://www.wikidata.org/entity/Q9067
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173098,Станция Одиннадцать,,,,,,No,,,Russian,http://www.wikidata.org/entity/Q7737
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173096,İstasyon On Bir,,,,,,No,,,Turkish,http://www.wikidata.org/entity/Q256
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173086,Stazione undici,,,,,,No,,,Italian,http://www.wikidata.org/entity/Q652
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173091,Станция Единайсет,,,,,,No,,,Bulgarian,http://www.wikidata.org/entity/Q7918
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173122,Simfonia itinerantă,,,,,,No,,,Romanian,http://www.wikidata.org/entity/Q7913
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173120,Stanica Jedanaest,,,,,,No,,,Serbian,http://www.wikidata.org/entity/Q9299
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173125,Postaja jedanaest,,,,,,No,,,Croatian,http://www.wikidata.org/entity/Q6654
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173093,Vienuolikta stotis,,,,,,No,,,Lithuanian,http://www.wikidata.org/entity/Q9083
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173109,Jaam üksteist,,,,,,No,,,Estonian,http://www.wikidata.org/entity/Q9072
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173090,Asema 11,,,,,,No,,,Finnish,http://www.wikidata.org/entity/Q1412
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173123,Fordi overlevelse ikke er nok,,,,,,No,,,Norwegian,http://www.wikidata.org/entity/Q9043
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173085,Stacja Jedenaście,,,,,,No,,,Polish,http://www.wikidata.org/entity/Q809
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173129,Stacja Jedenasta,,,,,,No,,,Polish,http://www.wikidata.org/entity/Q809
http://www.wikidata.org/entity/Q105038083,Readers of the Lost Art,short story,n/a,,No,,,n/a,http://www.wikidata.org/entity/Q3087471,Q3087471,Élisabeth Vonarburg,Canada,http://www.wikidata.org/entity/Q150,French,http://www.wikidata.org/entity/Q105038118,Readers of the Lost Art,short story,,,,,No,,Howard Scott,English,http://www.wikidata.org/entity/Q1860
http://www.wikidata.org/entity/Q109398021,Disappearing Moon Café,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q7537387,Q7537387,Sky Lee,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q109517450,Disappearing Moon Café,,,,,,No,,,Chinese,http://www.wikidata.org/entity/Q7850
http://www.wikidata.org/entity/Q5036490,Captain's Glory,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q16297,Q16297,William Shatner,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q54825954,Sternenfluchten,,,,,,No,,,German,http://www.wikidata.org/entity/Q188
http://www.wikidata.org/entity/Q5036490,Captain's Glory,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q16297,Q16297,William Shatner,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q54825955,Sternenfluchten,,,,,,No,,,German,http://www.wikidata.org/entity/Q188
http://www.wikidata.org/entity/Q115979716,The Go Programming Language,,n/a,,No,,,n/a,http://www.wikidata.org/entity/Q92608,Q92608,Brian Kernighan,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q115297295,Язык программирования Go,,,,,,No,,,Russian,http://www.wikidata.org/entity/Q7737
http://www.wikidata.org/entity/Q5036494,Captain's Peril,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q16297,Q16297,William Shatner,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q54825950,Sternen­dämmerung,,,,,,No,,,German,http://www.wikidata.org/entity/Q188
http://www.wikidata.org/entity/Q5036494,Captain's Peril,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q16297,Q16297,William Shatner,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q54825952,Sternen­dämmerung,,,,,,No,,,German,http://www.wikidata.org/entity/Q188
http://www.wikidata.org/entity/Q115131783,The Climate Book,,n/a,,No,,,n/a,http://www.wikidata.org/entity/Q183492,Q183492,Margaret Atwood,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q115412117,The Climate Book,,,,,,No,,,Portuguese,http://www.wikidata.org/entity/Q5146
http://www.wikidata.org/entity/Q101084581,Le chant du Koï,play,n/a,,No,,,n/a,http://www.wikidata.org/entity/Q101114302,Q101114302,Jean-Philippe Lehoux,Canada,http://www.wikidata.org/entity/Q150,French,http://www.wikidata.org/entity/Q101085393,Le chant du Koï,,,,,,No,,,English,http://www.wikidata.org/entity/Q1860
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173117,Vienpadsmitā stacija,,,,,,No,,,Latvian,http://www.wikidata.org/entity/Q9078
http://www.wikidata.org/entity/Q5317020,Dust of Dreams,novel,United States,"39.828175,-98.5795",Yes,-98.5795,39.828175,Bantam Books,http://www.wikidata.org/entity/Q428755,Q428755,Steven Erikson,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q112711895,La Poussière des Rêves,,,,,,No,,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q52399365,"Jeanne, fille du Roy",novel,Canada,"56,-109",Yes,-109,56,Éditions Fides,http://www.wikidata.org/entity/Q3506003,Q3506003,Suzanne Martel,Canada,http://www.wikidata.org/entity/Q150,French,http://www.wikidata.org/entity/Q7744440,The King's Daughter,,,,,,No,,,English,http://www.wikidata.org/entity/Q1860
http://www.wikidata.org/entity/Q115131783,The Climate Book,,n/a,,No,,,n/a,http://www.wikidata.org/entity/Q15429497,Q15429497,Katharine Hayhoe,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q115412117,The Climate Book,,,,,,No,,,Portuguese,http://www.wikidata.org/entity/Q5146
http://www.wikidata.org/entity/Q17329890,"Profit, Victory & Sharpness: The Lees of Hong Kong",,n/a,,No,,,n/a,http://www.wikidata.org/entity/Q7937899,Q7937899,Vivienne Poy,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q17329907,The Lees of Hong Kong,,,,,,No,,,Chinese,http://www.wikidata.org/entity/Q7850
http://www.wikidata.org/entity/Q7241069,Preserver,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q16297,Q16297,William Shatner,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q54824963,Die Bewahrer,,,,,,No,,,German,http://www.wikidata.org/entity/Q188
http://www.wikidata.org/entity/Q7241069,Preserver,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q16297,Q16297,William Shatner,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q54824961,Die Bewahrer,,,,,,No,,,German,http://www.wikidata.org/entity/Q188
http://www.wikidata.org/entity/Q5036490,Captain's Glory,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q20871976,Q20871976,Garfield Reeves-Stevens,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q54825954,Sternenfluchten,,,,,,No,,,German,http://www.wikidata.org/entity/Q188
http://www.wikidata.org/entity/Q5036490,Captain's Glory,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q20871976,Q20871976,Garfield Reeves-Stevens,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q54825955,Sternenfluchten,,,,,,No,,,German,http://www.wikidata.org/entity/Q188
http://www.wikidata.org/entity/Q7575227,Spectre,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q16297,Q16297,William Shatner,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q54821047,Das Gespenst,,,,,,No,,,German,http://www.wikidata.org/entity/Q188
http://www.wikidata.org/entity/Q7575227,Spectre,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q16297,Q16297,William Shatner,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q54821049,Das Gespenst,,,,,,No,,,German,http://www.wikidata.org/entity/Q188
http://www.wikidata.org/entity/Q101084705,Nordicité,,n/a,,No,,,n/a,http://www.wikidata.org/entity/Q55725263,Q55725263,José Babin,Canada,http://www.wikidata.org/entity/Q150,French,http://www.wikidata.org/entity/Q101085054,Nordicité,,,,,,No,,,English,http://www.wikidata.org/entity/Q1860
http://www.wikidata.org/entity/Q1078499,Axis,novel,United States,"39.828175,-98.5795",Yes,-98.5795,39.828175,n/a,http://www.wikidata.org/entity/Q240786,Q240786,Robert Charles Wilson,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q87648397,Axis,,http://www.wikidata.org/entity/Q142,France,"47,2",2,Yes,47,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q5195296,Curse of the Viking Grave,novel,Canada,"56,-109",Yes,-109,56,"Little, Brown and Company",http://www.wikidata.org/entity/Q966679,Q966679,Farley Mowat,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q15442747,Stopy ve sněhu; Kletba vikingova hrobu,,http://www.wikidata.org/entity/Q1085,Prague,"50.0875,14.421388888888888",14.421388888888888,Yes,50.0875,,Czech,http://www.wikidata.org/entity/Q9056
http://www.wikidata.org/entity/Q6842823,Midnight Tides,novel,United States,"39.828175,-98.5795",Yes,-98.5795,39.828175,n/a,http://www.wikidata.org/entity/Q428755,Q428755,Steven Erikson,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q112713206,Les Marées de Minuit,,http://www.wikidata.org/entity/Q142,France,"47,2",2,Yes,47,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q2265892,The Presentation of Self in Everyday Life,,United States,"39.828175,-98.5795",Yes,-98.5795,39.828175,Random House,http://www.wikidata.org/entity/Q314471,Q314471,Erving Goffman,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q108854428,La présentation de soi,,http://www.wikidata.org/entity/Q90,Paris,"48.85666666666667,2.352222222222222",2.352222222222222,Yes,48.85666666666667,Alain Accardo,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q1352419,Anne of the Island,,Canada,"56,-109",Yes,-109,56,L. C. Page & Co.,http://www.wikidata.org/entity/Q273034,Q273034,Lucy Maud Montgomery,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q58368041,Anne of the Island,,http://www.wikidata.org/entity/Q580,Łódź,"51.75,19.466666666667",19.466666666667,Yes,51.75,Marceli Tarnowski,Polish,http://www.wikidata.org/entity/Q809
http://www.wikidata.org/entity/Q23304005,In the Realm of Hungry Ghosts,,n/a,,No,,,n/a,http://www.wikidata.org/entity/Q1212694,Q1212694,Gabor Maté,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q97323950,V říši hladových duchů,,http://www.wikidata.org/entity/Q1085,Prague,"50.0875,14.421388888888888",14.421388888888888,Yes,50.0875,Viktor Jurek,Czech,http://www.wikidata.org/entity/Q9056
http://www.wikidata.org/entity/Q2301398,Spin,novel,United States,"39.828175,-98.5795",Yes,-98.5795,39.828175,n/a,http://www.wikidata.org/entity/Q240786,Q240786,Robert Charles Wilson,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q87581940,Spin,,http://www.wikidata.org/entity/Q142,France,"47,2",2,Yes,47,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q1331757,Anne of Avonlea,novel,Canada,"56,-109",Yes,-109,56,Louis Coues Page,http://www.wikidata.org/entity/Q273034,Q273034,Lucy Maud Montgomery,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q65524113,Vår vän Anne,,http://www.wikidata.org/entity/Q2167,Lund,"55.708313018551,13.199164196669",13.199164196669,Yes,55.708313018551,Karin Jensen,Swedish,http://www.wikidata.org/entity/Q9027
http://www.wikidata.org/entity/Q6684449,Lost in the Barrens,novel,Canada,"56,-109",Yes,-109,56,"Little, Brown and Company",http://www.wikidata.org/entity/Q966679,Q966679,Farley Mowat,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q15442747,Stopy ve sněhu; Kletba vikingova hrobu,,http://www.wikidata.org/entity/Q1085,Prague,"50.0875,14.421388888888888",14.421388888888888,Yes,50.0875,,Czech,http://www.wikidata.org/entity/Q9056
http://www.wikidata.org/entity/Q2394369,Rainbow Valley,novel,Canada,"56,-109",Yes,-109,56,Frederick A. Stokes,http://www.wikidata.org/entity/Q273034,Q273034,Lucy Maud Montgomery,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q65529491,Regnbågens dal,,http://www.wikidata.org/entity/Q2167,Lund,"55.708313018551,13.199164196669",13.199164196669,Yes,55.708313018551,Karin Jensen,Swedish,http://www.wikidata.org/entity/Q9027
http://www.wikidata.org/entity/Q4165638,House of Chains,novel,United States,"39.828175,-98.5795",Yes,-98.5795,39.828175,n/a,http://www.wikidata.org/entity/Q428755,Q428755,Steven Erikson,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q112707197,La Maison des Chaînes,,http://www.wikidata.org/entity/Q142,France,"47,2",2,Yes,47,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q1099716,The Chronoliths,novel,United States,"39.828175,-98.5795",Yes,-98.5795,39.828175,n/a,http://www.wikidata.org/entity/Q240786,Q240786,Robert Charles Wilson,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q87407284,Die Chronolithen,,http://www.wikidata.org/entity/Q183,Germany,"51,10",10,Yes,51,Hendrik P. Linckens,German,http://www.wikidata.org/entity/Q188
http://www.wikidata.org/entity/Q630382,The Bonehunters,novel,United States,"39.828175,-98.5795",Yes,-98.5795,39.828175,Bantam Books,http://www.wikidata.org/entity/Q428755,Q428755,Steven Erikson,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q112714741,Les Osseleurs,,http://www.wikidata.org/entity/Q142,France,"47,2",2,Yes,47,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q4343791,Memories of Ice,novel,United States,"39.828175,-98.5795",Yes,-98.5795,39.828175,n/a,http://www.wikidata.org/entity/Q428755,Q428755,Steven Erikson,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q112706443,Les Souvenirs de la Glace,,http://www.wikidata.org/entity/Q142,France,"47,2",2,Yes,47,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q59590029,Cornelius Krieghoff: The Habitant Farm,,n/a,,No,,,n/a,http://www.wikidata.org/entity/Q6256012,Q6256012,John Russell Harper,Canada,http://www.wikidata.org/entity/Q150,French,http://www.wikidata.org/entity/Q59589859,Cornelius Krieghoff: The Habitant Farm,,http://www.wikidata.org/entity/Q1930,Ottawa,"45.424722222222,-75.695",-75.695,Yes,45.424722222222,,English,http://www.wikidata.org/entity/Q1860
http://www.wikidata.org/entity/Q3656259,The Discovery of the Unconscious,,United States,"39.828175,-98.5795",Yes,-98.5795,39.828175,Basic Books,http://www.wikidata.org/entity/Q115111,Q115111,Henri Ellenberger,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q57979550,Открытие бессознательного,,http://www.wikidata.org/entity/Q649,Moscow,"55.75055555555556,37.6175",37.6175,Yes,55.75055555555556,Valery Zelensky,Russian,http://www.wikidata.org/entity/Q7737
http://www.wikidata.org/entity/Q59590029,Cornelius Krieghoff: The Habitant Farm,,n/a,,No,,,n/a,http://www.wikidata.org/entity/Q6256012,Q6256012,John Russell Harper,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q59589859,Cornelius Krieghoff: The Habitant Farm,,http://www.wikidata.org/entity/Q1930,Ottawa,"45.424722222222,-75.695",-75.695,Yes,45.424722222222,,English,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q1323801,Deadhouse Gates,novel,United States,"39.828175,-98.5795",Yes,-98.5795,39.828175,n/a,http://www.wikidata.org/entity/Q428755,Q428755,Steven Erikson,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q112704688,Les Portes de la Maison des Morts,,http://www.wikidata.org/entity/Q142,France,"47,2",2,Yes,47,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q112892732,Tragedy,,n/a,,No,,,Methuen Publishing,http://www.wikidata.org/entity/Q5132994,Q5132994,Clifford Leech,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q112892991,al-Kūmīdȳā wa-al-Trājīdīyā,,http://www.wikidata.org/entity/Q35178,Kuwait City,"29.375,47.98",47.98,Yes,29.375,Ali Ahmad Mahmmoud,Arabic,http://www.wikidata.org/entity/Q13955
http://www.wikidata.org/entity/Q3623828,The Sisters Brothers,novel,United States,"39.828175,-98.5795",Yes,-98.5795,39.828175,Ecco,http://www.wikidata.org/entity/Q3702063,Q3702063,Patrick deWitt,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q107228267,Les frères Sisters,,http://www.wikidata.org/entity/Q2145,Quebec City,"46.816111,-71.224167",-71.224167,Yes,46.816111,Philippe Aronson,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q2906615,Blind Lake,novel,United States,"39.828175,-98.5795",Yes,-98.5795,39.828175,n/a,http://www.wikidata.org/entity/Q240786,Q240786,Robert Charles Wilson,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q87411328,Blind Lake,,http://www.wikidata.org/entity/Q142,France,"47,2",2,Yes,47,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q565911,Anne of Green Gables,,Canada,"56,-109",Yes,-109,56,L. C. Page & Company,http://www.wikidata.org/entity/Q273034,Q273034,Lucy Maud Montgomery,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q65524559,Anne på Grönkulla,,http://www.wikidata.org/entity/Q2167,Lund,"55.708313018551,13.199164196669",13.199164196669,Yes,55.708313018551,Karin Jensen,Swedish,http://www.wikidata.org/entity/Q9027
http://www.wikidata.org/entity/Q1137974,The C Programming Language,,United States,"39.828175,-98.5795",Yes,-98.5795,39.828175,n/a,http://www.wikidata.org/entity/Q92608,Q92608,Brian Kernighan,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q63565609,El lenguaje de programación C,,http://www.wikidata.org/entity/Q219574,Naucalpan de Juárez Municipality,"19.47,-99.29",-99.29,Yes,19.47,,Spanish,http://www.wikidata.org/entity/Q1321
http://www.wikidata.org/entity/Q2265892,The Presentation of Self in Everyday Life,,United States,"39.828175,-98.5795",Yes,-98.5795,39.828175,Random House,http://www.wikidata.org/entity/Q314471,Q314471,Erving Goffman,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q108854388,La mise en scène de la vie quotidienne 1 : La présentation de soi,,http://www.wikidata.org/entity/Q90,Paris,"48.85666666666667,2.352222222222222",2.352222222222222,Yes,48.85666666666667,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q2420701,Anne's House of Dreams,,Canada,"56,-109",Yes,-109,56,McClelland & Stewart,http://www.wikidata.org/entity/Q273034,Q273034,Lucy Maud Montgomery,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q100701542,Drömslottet,,http://www.wikidata.org/entity/Q2167,Lund,"55.708313018551,13.199164196669",13.199164196669,Yes,55.708313018551,Karin Jensen,Swedish,http://www.wikidata.org/entity/Q9027
http://www.wikidata.org/entity/Q5436486,Farthing,novel,United States,"39.828175,-98.5795",Yes,-98.5795,39.828175,n/a,http://www.wikidata.org/entity/Q438330,Q438330,Jo Walton,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q100718039,英雄たちの朝　ファージング I,,http://www.wikidata.org/entity/Q17,Japan,"35,136",136,Yes,35,,Japanese,http://www.wikidata.org/entity/Q5287
http://www.wikidata.org/entity/Q1352419,Anne of the Island,,Canada,"56,-109",Yes,-109,56,L. C. Page & Co.,http://www.wikidata.org/entity/Q273034,Q273034,Lucy Maud Montgomery,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q108946517,Ania na uniwersytecie,,http://www.wikidata.org/entity/Q270,Warsaw,"52.23,21.011111111111113",21.011111111111113,Yes,52.23,Janina Zawisza-Krasucka,Polish,http://www.wikidata.org/entity/Q809
http://www.wikidata.org/entity/Q3227472,The Outlander,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3104190,Q3104190,Germaine Guèvremont,Canada,http://www.wikidata.org/entity/Q150,French,http://www.wikidata.org/entity/Q61767363,Q61767363,,http://www.wikidata.org/entity/Q60,,,,No,,,,http://www.wikidata.org/entity/Q1860
